,elections,happy,location_0,location_1,location_2,location_3,location_total,seg_agents,total_0,total_1,total_2,total_3,run,cnt
96,"[2, 2, 1, 1, 2, 0, 2, 2, 0]",514,"[13, 10, 5, 1, 8, 84, 13, 5, 119]","[13, 9, 83, 101, 13, 4, 4, 3, 1]","[20, 21, 4, 4, 38, 6, 11, 10, 1]","[12, 14, 2, 2, 5, 3, 27, 72, 0]","[58, 54, 94, 108, 64, 97, 55, 90, 121]",368,258,231,115,137,5,UK
97,"[2, 2, 1, 1, 2, 0, 2, 2, 0]",517,"[10, 7, 4, 4, 15, 89, 7, 3, 119]","[10, 8, 83, 101, 11, 2, 12, 3, 1]","[16, 20, 7, 3, 37, 8, 13, 11, 0]","[8, 13, 2, 2, 5, 2, 30, 75, 0]","[44, 48, 96, 110, 68, 101, 62, 92, 120]",353,258,231,115,137,5,UK
98,"[2, 2, 1, 1, 2, 0, 2, 2, 0]",517,"[8, 14, 5, 4, 10, 88, 6, 4, 119]","[7, 15, 82, 100, 8, 4, 13, 2, 0]","[13, 17, 2, 5, 39, 4, 23, 12, 0]","[12, 11, 1, 1, 9, 1, 28, 73, 1]","[40, 57, 90, 110, 66, 97, 70, 91, 120]",368,258,231,115,137,5,UK
99,"[2, 2, 1, 1, 2, 0, 2, 2, 0]",522,"[11, 8, 6, 3, 9, 86, 11, 4, 120]","[12, 7, 86, 101, 6, 4, 9, 6, 0]","[17, 21, 3, 1, 42, 10, 10, 11, 0]","[17, 10, 1, 3, 5, 3, 24, 74, 0]","[57, 46, 96, 108, 62, 103, 54, 95, 120]",371,258,231,115,137,5,UK
0,"[2, 1, 1, 0, 0, 0, 1, 1, 0]",36,"[26, 29, 26, 26, 31, 31, 31, 28, 32]","[27, 33, 34, 20, 28, 19, 31, 30, 30]","[18, 12, 14, 11, 12, 18, 17, 11, 13]","[15, 13, 17, 14, 11, 11, 8, 16, 12]","[86, 87, 91, 71, 82, 79, 87, 85, 87]",5,260,252,126,117,6,UK
1,"[1, 0, 1, 2, 2, 0, 0, 2, 0]",63,"[23, 35, 24, 27, 22, 43, 30, 24, 32]","[32, 16, 42, 29, 33, 21, 27, 24, 28]","[10, 10, 15, 12, 21, 15, 10, 22, 11]","[13, 9, 6, 19, 14, 16, 13, 14, 13]","[78, 70, 87, 87, 90, 95, 80, 84, 84]",13,260,252,126,117,6,UK
2,"[2, 0, 1, 0, 0, 1, 2, 1, 2]",80,"[26, 41, 20, 29, 31, 30, 29, 28, 26]","[23, 24, 51, 23, 24, 32, 19, 30, 26]","[14, 14, 11, 15, 16, 14, 14, 12, 16]","[13, 15, 13, 12, 12, 10, 16, 9, 17]","[76, 94, 95, 79, 83, 86, 78, 79, 85]",12,260,252,126,117,6,UK
3,"[2, 0, 1, 0, 0, 1, 1, 1, 2]",105,"[26, 45, 19, 33, 39, 23, 27, 28, 20]","[27, 19, 47, 21, 22, 30, 33, 33, 20]","[16, 15, 8, 21, 14, 15, 11, 11, 15]","[12, 8, 13, 9, 14, 14, 18, 11, 18]","[81, 87, 87, 84, 89, 82, 89, 83, 73]",18,260,252,126,117,6,UK
4,"[0, 0, 1, 0, 0, 2, 1, 1, 2]",119,"[30, 49, 21, 35, 34, 25, 26, 21, 19]","[24, 26, 43, 21, 24, 18, 29, 35, 32]","[19, 8, 8, 16, 11, 19, 8, 16, 21]","[9, 12, 10, 13, 17, 12, 18, 13, 13]","[82, 95, 82, 85, 86, 74, 81, 85, 85]",19,260,252,126,117,6,UK
5,"[1, 0, 1, 2, 0, 2, 0, 1, 2]",126,"[23, 49, 27, 31, 38, 23, 31, 17, 21]","[33, 21, 44, 19, 20, 17, 27, 40, 31]","[13, 15, 10, 20, 16, 16, 10, 10, 16]","[14, 11, 8, 13, 13, 19, 6, 17, 16]","[83, 96, 89, 83, 87, 75, 74, 84, 84]",35,260,252,126,117,6,UK
6,"[2, 0, 1, 2, 0, 2, 0, 1, 2]",120,"[24, 43, 24, 27, 41, 18, 30, 33, 20]","[22, 19, 47, 25, 18, 29, 26, 41, 25]","[21, 13, 8, 16, 7, 20, 13, 10, 18]","[9, 8, 11, 16, 13, 21, 14, 9, 16]","[76, 83, 90, 84, 79, 88, 83, 93, 79]",18,260,252,126,117,6,UK
7,"[2, 0, 1, 1, 0, 2, 0, 1, 2]",133,"[22, 44, 17, 30, 41, 23, 38, 24, 21]","[21, 26, 45, 33, 18, 21, 25, 38, 25]","[11, 11, 13, 11, 16, 20, 7, 17, 20]","[24, 9, 7, 15, 9, 12, 15, 8, 18]","[78, 90, 82, 89, 84, 76, 85, 87, 84]",27,260,252,126,117,6,UK
8,"[2, 0, 1, 1, 0, 2, 0, 1, 2]",156,"[21, 41, 15, 26, 45, 24, 43, 21, 24]","[22, 23, 44, 34, 24, 22, 25, 36, 22]","[10, 16, 12, 13, 7, 23, 14, 13, 18]","[24, 8, 10, 10, 12, 14, 11, 10, 18]","[77, 88, 81, 83, 88, 83, 93, 80, 82]",36,260,252,126,117,6,UK
9,"[2, 0, 1, 1, 0, 2, 0, 1, 2]",155,"[21, 47, 12, 24, 41, 25, 44, 27, 19]","[19, 20, 50, 36, 18, 23, 27, 38, 21]","[16, 12, 14, 10, 17, 11, 16, 14, 16]","[20, 7, 11, 5, 18, 18, 9, 15, 14]","[76, 86, 87, 75, 94, 77, 96, 94, 70]",43,260,252,126,117,6,UK
10,"[2, 0, 1, 1, 0, 2, 0, 1, 0]",186,"[22, 51, 15, 18, 42, 17, 43, 27, 25]","[16, 26, 47, 40, 17, 21, 21, 44, 20]","[23, 8, 16, 9, 16, 18, 10, 11, 15]","[18, 7, 13, 11, 17, 18, 14, 11, 8]","[79, 92, 91, 78, 92, 74, 88, 93, 68]",51,260,252,126,117,6,UK
11,"[1, 0, 1, 1, 0, 2, 0, 1, 2]",180,"[22, 53, 14, 21, 36, 21, 52, 18, 23]","[29, 17, 49, 35, 15, 27, 14, 47, 19]","[11, 15, 13, 13, 18, 17, 10, 15, 14]","[12, 4, 12, 16, 14, 13, 13, 8, 25]","[74, 89, 88, 85, 83, 78, 89, 88, 81]",63,260,252,126,117,6,UK
12,"[1, 0, 1, 2, 0, 1, 0, 1, 2]",177,"[23, 49, 20, 19, 37, 21, 53, 14, 24]","[31, 14, 48, 28, 24, 28, 13, 48, 18]","[11, 16, 17, 18, 15, 16, 11, 9, 13]","[13, 14, 11, 12, 13, 10, 16, 12, 16]","[78, 93, 96, 77, 89, 75, 93, 83, 71]",53,260,252,126,117,6,UK
13,"[1, 0, 1, 1, 2, 1, 0, 1, 2]",167,"[19, 51, 20, 22, 35, 22, 51, 23, 17]","[28, 11, 43, 31, 17, 35, 16, 45, 26]","[11, 12, 8, 11, 20, 18, 14, 13, 19]","[15, 11, 14, 14, 15, 5, 12, 12, 19]","[73, 85, 85, 78, 87, 80, 93, 93, 81]",51,260,252,126,117,6,UK
14,"[1, 0, 1, 2, 2, 1, 0, 1, 1]",166,"[23, 52, 14, 24, 30, 22, 56, 15, 24]","[27, 20, 46, 27, 13, 29, 15, 45, 30]","[14, 9, 12, 18, 17, 15, 15, 11, 15]","[13, 13, 11, 15, 19, 12, 8, 13, 13]","[77, 94, 83, 84, 79, 78, 94, 84, 82]",64,260,252,126,117,6,UK
15,"[2, 0, 1, 2, 2, 1, 0, 1, 1]",167,"[25, 56, 20, 18, 19, 21, 60, 23, 18]","[18, 19, 51, 23, 22, 35, 11, 47, 26]","[21, 14, 11, 19, 11, 13, 9, 12, 16]","[21, 6, 14, 19, 16, 12, 11, 10, 8]","[85, 95, 96, 79, 68, 81, 91, 92, 68]",63,260,252,126,117,6,UK
16,"[1, 0, 1, 2, 2, 2, 0, 1, 2]",172,"[25, 57, 12, 16, 20, 25, 58, 20, 27]","[27, 18, 52, 19, 28, 26, 15, 43, 24]","[6, 9, 18, 19, 20, 16, 10, 14, 14]","[16, 7, 7, 23, 14, 13, 6, 12, 19]","[74, 91, 89, 77, 82, 80, 89, 89, 84]",64,260,252,126,117,6,UK
17,"[2, 0, 1, 2, 0, 2, 0, 1, 2]",169,"[22, 59, 22, 22, 30, 26, 57, 8, 14]","[23, 11, 52, 17, 24, 27, 21, 50, 27]","[17, 6, 15, 20, 11, 17, 12, 16, 12]","[16, 9, 3, 22, 16, 13, 9, 13, 16]","[78, 85, 92, 81, 81, 83, 99, 87, 69]",76,260,252,126,117,6,UK
18,"[2, 0, 1, 2, 0, 2, 0, 1, 2]",181,"[28, 57, 14, 21, 31, 18, 54, 14, 23]","[21, 13, 55, 18, 23, 27, 17, 52, 26]","[18, 12, 11, 24, 14, 10, 11, 11, 15]","[19, 9, 13, 12, 13, 18, 6, 14, 13]","[86, 91, 93, 75, 81, 73, 88, 91, 77]",78,260,252,126,117,6,UK
19,"[2, 0, 1, 2, 2, 2, 0, 1, 2]",202,"[20, 58, 14, 20, 29, 21, 61, 18, 19]","[21, 16, 63, 25, 17, 25, 11, 53, 21]","[21, 7, 7, 14, 21, 16, 14, 10, 16]","[20, 13, 8, 14, 17, 15, 3, 9, 18]","[82, 94, 92, 73, 84, 77, 89, 90, 74]",80,260,252,126,117,6,UK
20,"[0, 0, 1, 2, 1, 2, 0, 1, 2]",195,"[27, 61, 10, 20, 25, 19, 66, 11, 21]","[19, 8, 69, 23, 26, 32, 11, 51, 13]","[17, 8, 8, 15, 10, 16, 9, 16, 27]","[9, 14, 7, 9, 14, 21, 9, 13, 21]","[72, 91, 94, 67, 75, 88, 95, 91, 82]",93,260,252,126,117,6,UK
21,"[0, 0, 1, 2, 2, 2, 0, 1, 2]",202,"[25, 58, 9, 27, 21, 15, 65, 14, 26]","[21, 14, 78, 18, 27, 17, 12, 42, 23]","[9, 9, 7, 21, 15, 24, 11, 13, 17]","[13, 13, 6, 11, 17, 15, 12, 17, 13]","[68, 94, 100, 77, 80, 71, 100, 86, 79]",109,260,252,126,117,6,UK
22,"[0, 0, 1, 2, 2, 2, 0, 1, 2]",221,"[35, 58, 12, 19, 13, 23, 64, 17, 19]","[18, 14, 77, 18, 31, 25, 8, 42, 19]","[8, 12, 12, 19, 22, 15, 6, 12, 20]","[19, 12, 4, 15, 15, 15, 4, 17, 16]","[80, 96, 105, 71, 81, 78, 82, 88, 74]",105,260,252,126,117,6,UK
23,"[0, 0, 1, 2, 1, 2, 0, 1, 2]",227,"[32, 62, 8, 16, 22, 22, 63, 18, 17]","[18, 12, 83, 18, 25, 17, 18, 48, 13]","[13, 11, 4, 27, 11, 19, 9, 15, 17]","[16, 9, 10, 14, 13, 13, 8, 15, 19]","[79, 94, 105, 75, 71, 71, 98, 96, 66]",109,260,252,126,117,6,UK
24,"[2, 0, 1, 2, 2, 2, 0, 1, 0]",233,"[26, 60, 6, 15, 20, 26, 69, 9, 29]","[16, 10, 83, 31, 20, 15, 6, 55, 16]","[26, 8, 7, 12, 16, 28, 9, 11, 9]","[14, 11, 5, 22, 14, 14, 9, 9, 19]","[82, 89, 101, 80, 70, 83, 93, 84, 73]",134,260,252,126,117,6,UK
25,"[0, 0, 1, 2, 2, 2, 0, 1, 2]",242,"[26, 61, 8, 23, 20, 18, 70, 11, 23]","[17, 12, 86, 24, 14, 20, 9, 49, 21]","[12, 9, 5, 13, 21, 24, 9, 17, 16]","[11, 13, 4, 16, 21, 17, 8, 14, 13]","[66, 95, 103, 76, 76, 79, 96, 91, 73]",126,260,252,126,117,6,UK
26,"[2, 0, 1, 2, 2, 2, 0, 1, 2]",251,"[24, 65, 6, 21, 20, 21, 70, 10, 23]","[23, 10, 88, 14, 18, 20, 9, 50, 20]","[19, 11, 9, 20, 10, 18, 10, 15, 14]","[22, 9, 4, 15, 16, 14, 9, 10, 18]","[88, 95, 107, 70, 64, 73, 98, 85, 75]",132,260,252,126,117,6,UK
27,"[2, 0, 1, 2, 1, 2, 0, 1, 2]",251,"[21, 61, 3, 21, 19, 17, 75, 13, 30]","[14, 7, 90, 16, 36, 13, 8, 53, 15]","[11, 12, 6, 26, 14, 24, 8, 7, 18]","[23, 9, 6, 14, 13, 18, 10, 11, 13]","[69, 89, 105, 77, 82, 72, 101, 84, 76]",139,260,252,126,117,6,UK
28,"[2, 0, 1, 2, 2, 2, 0, 1, 2]",263,"[23, 62, 5, 21, 19, 18, 80, 13, 19]","[17, 16, 93, 17, 8, 25, 7, 52, 17]","[17, 8, 5, 31, 16, 14, 8, 8, 19]","[15, 12, 4, 14, 19, 18, 4, 14, 17]","[72, 98, 107, 83, 62, 75, 99, 87, 72]",148,260,252,126,117,6,UK
29,"[2, 0, 1, 2, 2, 2, 0, 1, 2]",277,"[22, 66, 6, 14, 22, 26, 75, 11, 18]","[17, 12, 94, 14, 19, 17, 8, 56, 15]","[17, 8, 5, 20, 17, 16, 9, 10, 24]","[13, 6, 3, 14, 25, 16, 12, 15, 13]","[69, 92, 108, 62, 83, 75, 104, 92, 70]",163,260,252,126,117,6,UK
30,"[2, 0, 1, 2, 2, 2, 0, 1, 2]",280,"[23, 60, 1, 26, 21, 12, 83, 12, 22]","[17, 7, 96, 17, 19, 19, 6, 56, 15]","[26, 9, 0, 24, 20, 20, 3, 9, 15]","[12, 13, 9, 9, 20, 16, 6, 14, 18]","[78, 89, 106, 76, 80, 67, 98, 91, 70]",161,260,252,126,117,6,UK
31,"[2, 0, 1, 2, 2, 2, 0, 1, 0]",290,"[21, 60, 1, 21, 16, 19, 84, 8, 30]","[16, 13, 97, 10, 20, 13, 6, 56, 21]","[23, 10, 6, 19, 17, 21, 4, 12, 14]","[11, 10, 8, 17, 20, 18, 6, 13, 14]","[71, 93, 112, 67, 73, 71, 100, 89, 79]",166,260,252,126,117,6,UK
32,"[2, 0, 1, 2, 2, 2, 0, 1, 2]",299,"[16, 63, 3, 18, 23, 15, 86, 16, 20]","[19, 8, 100, 18, 15, 16, 7, 57, 12]","[18, 11, 2, 21, 18, 25, 8, 9, 14]","[17, 10, 2, 18, 17, 21, 4, 14, 14]","[70, 92, 107, 75, 73, 77, 105, 96, 60]",169,260,252,126,117,6,UK
33,"[2, 0, 1, 2, 2, 2, 0, 1, 2]",302,"[17, 64, 4, 15, 14, 21, 90, 7, 28]","[16, 6, 99, 18, 20, 12, 6, 59, 16]","[16, 16, 3, 17, 22, 17, 5, 16, 14]","[19, 10, 5, 16, 12, 24, 7, 10, 14]","[68, 96, 111, 66, 68, 74, 108, 92, 72]",174,260,252,126,117,6,UK
34,"[2, 0, 1, 2, 2, 2, 0, 1, 2]",313,"[18, 63, 3, 20, 20, 15, 91, 6, 24]","[19, 5, 100, 16, 14, 18, 4, 60, 16]","[16, 11, 2, 14, 29, 25, 4, 10, 15]","[19, 8, 4, 24, 11, 27, 2, 8, 14]","[72, 87, 109, 74, 74, 85, 101, 84, 69]",190,260,252,126,117,6,UK
35,"[2, 0, 1, 2, 2, 2, 0, 1, 2]",320,"[18, 66, 5, 16, 20, 16, 92, 9, 18]","[14, 7, 103, 18, 14, 12, 3, 61, 20]","[13, 7, 4, 16, 21, 26, 7, 16, 16]","[20, 9, 4, 15, 19, 20, 3, 10, 17]","[65, 89, 116, 65, 74, 74, 105, 96, 71]",191,260,252,126,117,6,UK
36,"[2, 0, 1, 2, 2, 2, 0, 1, 2]",330,"[19, 66, 4, 20, 12, 15, 93, 10, 21]","[21, 8, 105, 9, 18, 12, 8, 55, 16]","[21, 10, 0, 19, 26, 18, 4, 12, 16]","[16, 11, 1, 20, 14, 22, 8, 12, 13]","[77, 95, 110, 68, 70, 67, 113, 89, 66]",196,260,252,126,117,6,UK
37,"[2, 0, 1, 0, 2, 2, 0, 1, 2]",329,"[14, 65, 1, 27, 20, 15, 95, 11, 12]","[11, 10, 106, 18, 10, 14, 4, 62, 17]","[23, 11, 2, 16, 23, 26, 4, 9, 12]","[18, 8, 3, 8, 21, 19, 4, 8, 28]","[66, 94, 112, 69, 74, 74, 107, 90, 69]",206,260,252,126,117,6,UK
38,"[2, 0, 1, 2, 2, 2, 0, 1, 2]",331,"[11, 66, 1, 27, 12, 16, 97, 10, 20]","[17, 8, 107, 10, 16, 13, 2, 63, 16]","[21, 8, 3, 20, 19, 20, 6, 7, 22]","[22, 15, 4, 20, 11, 15, 7, 8, 15]","[71, 97, 115, 77, 58, 64, 112, 88, 73]",210,260,252,126,117,6,UK
39,"[2, 0, 1, 2, 2, 2, 0, 1, 2]",338,"[13, 67, 2, 18, 21, 22, 96, 7, 14]","[8, 11, 109, 8, 20, 12, 3, 65, 16]","[17, 5, 4, 15, 17, 20, 5, 13, 30]","[33, 10, 0, 19, 17, 16, 3, 7, 12]","[71, 93, 115, 60, 75, 70, 107, 92, 72]",222,260,252,126,117,6,UK
40,"[2, 0, 1, 2, 2, 2, 0, 1, 2]",348,"[14, 70, 1, 18, 14, 19, 99, 10, 15]","[14, 9, 112, 10, 13, 17, 4, 60, 13]","[20, 8, 1, 20, 23, 20, 4, 9, 21]","[25, 9, 2, 19, 19, 16, 3, 9, 15]","[73, 96, 116, 67, 69, 72, 110, 88, 64]",230,260,252,126,117,6,UK
41,"[2, 0, 1, 2, 2, 2, 0, 1, 2]",351,"[17, 70, 1, 23, 13, 16, 98, 7, 15]","[14, 8, 112, 9, 18, 12, 3, 65, 11]","[19, 5, 0, 22, 22, 23, 3, 9, 23]","[19, 10, 3, 15, 19, 15, 6, 11, 19]","[69, 93, 116, 69, 72, 66, 110, 92, 68]",220,260,252,126,117,6,UK
42,"[2, 0, 1, 2, 2, 2, 0, 1, 2]",360,"[15, 72, 0, 16, 18, 12, 102, 10, 15]","[16, 6, 113, 15, 11, 19, 1, 61, 10]","[19, 8, 1, 11, 21, 23, 3, 13, 27]","[16, 12, 1, 22, 17, 16, 3, 7, 23]","[66, 98, 115, 64, 67, 70, 109, 91, 75]",227,260,252,126,117,6,UK
43,"[2, 0, 1, 2, 2, 2, 0, 1, 2]",360,"[15, 72, 0, 17, 16, 12, 102, 8, 18]","[13, 6, 111, 16, 12, 18, 2, 62, 12]","[17, 7, 0, 18, 20, 24, 5, 8, 27]","[21, 7, 2, 19, 21, 16, 3, 12, 16]","[66, 92, 113, 70, 69, 70, 112, 90, 73]",232,260,252,126,117,6,UK
44,"[2, 0, 1, 2, 2, 2, 0, 1, 2]",367,"[17, 78, 2, 14, 12, 17, 102, 8, 10]","[11, 6, 114, 8, 21, 12, 2, 64, 14]","[25, 5, 1, 20, 20, 17, 5, 11, 22]","[18, 12, 3, 26, 15, 6, 2, 13, 22]","[71, 101, 120, 68, 68, 52, 111, 96, 68]",237,260,252,126,117,6,UK
45,"[2, 0, 1, 2, 2, 2, 0, 1, 2]",363,"[11, 74, 1, 22, 16, 5, 107, 8, 16]","[15, 4, 112, 11, 13, 23, 2, 65, 7]","[22, 8, 1, 15, 19, 23, 3, 9, 26]","[14, 8, 3, 22, 21, 20, 1, 7, 21]","[62, 94, 117, 70, 69, 71, 113, 89, 70]",233,260,252,126,117,6,UK
46,"[2, 0, 1, 2, 2, 2, 0, 1, 2]",355,"[13, 76, 0, 8, 16, 13, 103, 10, 21]","[16, 3, 113, 15, 14, 18, 1, 61, 11]","[21, 9, 2, 24, 15, 18, 3, 14, 20]","[19, 8, 1, 23, 16, 19, 4, 6, 21]","[69, 96, 116, 70, 61, 68, 111, 91, 73]",240,260,252,126,117,6,UK
47,"[2, 0, 1, 2, 2, 2, 0, 1, 2]",375,"[10, 76, 0, 13, 25, 11, 102, 8, 15]","[19, 4, 112, 14, 10, 16, 1, 61, 15]","[19, 9, 1, 25, 25, 17, 4, 8, 18]","[21, 11, 1, 23, 9, 13, 3, 10, 26]","[69, 100, 114, 75, 69, 57, 110, 87, 74]",243,260,252,126,117,6,UK
48,"[2, 0, 1, 2, 2, 2, 0, 1, 2]",379,"[14, 77, 0, 12, 16, 17, 106, 6, 12]","[21, 2, 111, 12, 11, 11, 3, 65, 16]","[17, 7, 2, 28, 15, 26, 1, 8, 22]","[14, 6, 2, 21, 19, 20, 1, 15, 19]","[66, 92, 115, 73, 61, 74, 111, 94, 69]",251,260,252,126,117,6,UK
49,"[2, 0, 1, 2, 2, 2, 0, 1, 2]",370,"[16, 78, 1, 14, 9, 14, 104, 9, 15]","[17, 5, 112, 6, 18, 15, 3, 67, 9]","[17, 6, 1, 22, 23, 27, 5, 7, 18]","[16, 10, 2, 28, 19, 10, 1, 8, 23]","[66, 99, 116, 70, 69, 66, 113, 91, 65]",248,260,252,126,117,6,UK
50,"[2, 0, 1, 2, 2, 2, 0, 1, 2]",383,"[16, 76, 3, 14, 11, 15, 104, 10, 11]","[17, 8, 113, 13, 10, 12, 5, 63, 11]","[16, 6, 0, 28, 18, 23, 0, 11, 24]","[10, 7, 1, 20, 25, 20, 3, 10, 21]","[59, 97, 117, 75, 64, 70, 112, 94, 67]",230,260,252,126,117,6,UK
51,"[2, 0, 1, 2, 2, 2, 0, 1, 2]",381,"[19, 78, 0, 11, 17, 11, 104, 8, 12]","[19, 5, 113, 10, 15, 9, 3, 64, 14]","[15, 6, 1, 21, 18, 26, 3, 8, 28]","[20, 6, 1, 23, 23, 15, 1, 11, 17]","[73, 95, 115, 65, 73, 61, 111, 91, 71]",264,260,252,126,117,6,UK
52,"[2, 0, 1, 2, 2, 2, 0, 1, 2]",380,"[14, 74, 1, 17, 13, 8, 105, 12, 16]","[19, 6, 112, 12, 13, 14, 3, 61, 12]","[15, 7, 1, 24, 14, 36, 2, 8, 19]","[16, 5, 2, 21, 25, 19, 3, 6, 20]","[64, 92, 116, 74, 65, 77, 113, 87, 67]",249,260,252,126,117,6,UK
53,"[2, 0, 1, 2, 2, 2, 0, 1, 2]",383,"[15, 76, 2, 15, 14, 9, 104, 12, 13]","[17, 4, 113, 16, 12, 9, 2, 64, 15]","[17, 9, 0, 19, 19, 32, 2, 6, 22]","[20, 8, 0, 21, 19, 22, 3, 8, 16]","[69, 97, 115, 71, 64, 72, 111, 90, 66]",251,260,252,126,117,6,UK
54,"[2, 0, 1, 2, 2, 2, 0, 1, 2]",380,"[11, 76, 1, 18, 14, 10, 105, 6, 19]","[11, 1, 115, 13, 18, 11, 4, 65, 14]","[11, 12, 0, 19, 21, 30, 3, 6, 24]","[29, 6, 2, 15, 22, 18, 3, 9, 13]","[62, 95, 118, 65, 75, 69, 115, 86, 70]",251,260,252,126,117,6,UK
55,"[2, 0, 1, 2, 2, 2, 0, 1, 2]",384,"[10, 75, 0, 18, 11, 16, 105, 7, 18]","[9, 7, 115, 14, 16, 15, 1, 63, 12]","[17, 8, 2, 23, 17, 29, 2, 8, 20]","[28, 9, 2, 13, 21, 14, 2, 13, 15]","[64, 99, 119, 68, 65, 74, 110, 91, 65]",252,260,252,126,117,6,UK
56,"[2, 0, 1, 2, 2, 2, 0, 1, 2]",374,"[14, 77, 1, 19, 12, 12, 107, 9, 9]","[16, 5, 113, 8, 13, 12, 3, 67, 15]","[20, 4, 0, 25, 12, 28, 3, 12, 22]","[22, 7, 0, 24, 27, 12, 1, 8, 16]","[72, 93, 114, 76, 64, 64, 114, 96, 62]",242,260,252,126,117,6,UK
57,"[2, 0, 1, 2, 2, 2, 0, 1, 2]",378,"[11, 77, 1, 11, 13, 15, 108, 9, 15]","[13, 5, 113, 13, 17, 13, 1, 70, 7]","[15, 9, 1, 23, 22, 21, 1, 9, 25]","[20, 7, 1, 25, 16, 16, 3, 8, 21]","[59, 98, 116, 72, 68, 65, 113, 96, 68]",254,260,252,126,117,6,UK
58,"[2, 0, 1, 2, 2, 2, 0, 1, 2]",381,"[16, 82, 0, 11, 11, 8, 107, 6, 19]","[15, 0, 114, 13, 15, 15, 2, 69, 9]","[17, 8, 2, 19, 18, 31, 1, 9, 21]","[18, 8, 2, 17, 21, 17, 3, 12, 19]","[66, 98, 118, 60, 65, 71, 113, 96, 68]",248,260,252,126,117,6,UK
59,"[2, 0, 1, 2, 2, 2, 0, 1, 2]",393,"[19, 80, 0, 14, 11, 11, 106, 11, 8]","[10, 3, 115, 12, 14, 17, 1, 66, 14]","[20, 7, 0, 20, 19, 18, 2, 5, 35]","[18, 8, 1, 24, 15, 23, 2, 5, 21]","[67, 98, 116, 70, 59, 69, 111, 87, 78]",269,260,252,126,117,6,UK
60,"[2, 0, 1, 2, 2, 2, 0, 1, 2]",410,"[15, 83, 1, 12, 17, 6, 106, 6, 14]","[12, 4, 113, 11, 14, 16, 6, 69, 7]","[18, 7, 0, 29, 22, 23, 0, 6, 21]","[16, 6, 2, 24, 10, 19, 2, 13, 25]","[61, 100, 116, 76, 63, 64, 114, 94, 67]",259,260,252,126,117,6,UK
61,"[2, 0, 1, 2, 2, 2, 0, 1, 2]",407,"[16, 78, 2, 12, 12, 12, 109, 4, 15]","[10, 1, 113, 16, 16, 20, 0, 66, 10]","[21, 13, 0, 22, 17, 17, 1, 12, 23]","[20, 4, 2, 16, 18, 21, 2, 8, 26]","[67, 96, 117, 66, 63, 70, 112, 90, 74]",263,260,252,126,117,6,UK
62,"[2, 0, 1, 2, 2, 2, 0, 1, 2]",400,"[13, 79, 2, 16, 13, 8, 108, 6, 15]","[12, 5, 114, 13, 11, 16, 1, 70, 10]","[15, 4, 0, 32, 18, 20, 4, 5, 28]","[17, 9, 0, 15, 21, 21, 1, 14, 19]","[57, 97, 116, 76, 63, 65, 114, 95, 72]",276,260,252,126,117,6,UK
63,"[2, 0, 1, 2, 2, 2, 0, 1, 2]",405,"[12, 82, 3, 8, 21, 16, 105, 4, 9]","[21, 3, 112, 9, 14, 11, 1, 65, 16]","[13, 8, 3, 28, 16, 25, 1, 6, 26]","[16, 8, 1, 16, 20, 16, 4, 8, 28]","[62, 101, 119, 61, 71, 68, 111, 83, 79]",272,260,252,126,117,6,UK
64,"[2, 0, 1, 2, 2, 2, 0, 1, 2]",413,"[12, 83, 1, 14, 15, 13, 106, 8, 8]","[9, 8, 113, 10, 14, 11, 1, 69, 17]","[18, 9, 3, 27, 17, 25, 1, 9, 17]","[20, 2, 2, 25, 16, 15, 2, 9, 26]","[59, 102, 119, 76, 62, 64, 110, 95, 68]",265,260,252,126,117,6,UK
65,"[2, 0, 1, 2, 2, 2, 0, 1, 2]",411,"[15, 82, 1, 15, 13, 13, 108, 5, 8]","[12, 3, 112, 9, 14, 13, 4, 71, 14]","[15, 5, 1, 28, 18, 26, 2, 9, 22]","[23, 5, 1, 12, 18, 16, 1, 11, 30]","[65, 95, 115, 64, 63, 68, 115, 96, 74]",267,260,252,126,117,6,UK
66,"[2, 0, 1, 2, 2, 2, 0, 1, 2]",404,"[16, 77, 0, 15, 19, 14, 108, 3, 8]","[13, 8, 112, 12, 11, 11, 0, 72, 13]","[19, 9, 1, 25, 17, 24, 0, 10, 21]","[22, 6, 2, 18, 18, 11, 6, 7, 27]","[70, 100, 115, 70, 65, 60, 114, 92, 69]",257,260,252,126,117,6,UK
67,"[2, 0, 1, 2, 2, 2, 0, 1, 2]",404,"[16, 79, 1, 23, 8, 14, 105, 5, 9]","[15, 7, 113, 10, 11, 14, 0, 66, 16]","[15, 6, 1, 23, 21, 23, 5, 12, 20]","[14, 6, 3, 18, 23, 18, 1, 6, 28]","[60, 98, 118, 74, 63, 69, 111, 89, 73]",278,260,252,126,117,6,UK
68,"[2, 0, 1, 2, 2, 2, 0, 1, 2]",404,"[12, 81, 2, 13, 15, 12, 109, 5, 11]","[12, 2, 113, 17, 11, 11, 1, 71, 14]","[17, 8, 2, 28, 17, 23, 3, 10, 18]","[18, 5, 1, 18, 20, 13, 2, 10, 30]","[59, 96, 118, 76, 63, 59, 115, 96, 73]",271,260,252,126,117,6,UK
